COG,KO,COG2,COG3,COG4,func,name
COG1414,K05818,,,NA,K,DNA-binding transcriptional regulator, IclR family
COG1414,K21827,,,NA,K,DNA-binding transcriptional regulator, IclR family
COG1414,K20329,,,NA,K,DNA-binding transcriptional regulator, IclR family
COG1414,K02624,,,NA,K,DNA-binding transcriptional regulator, IclR family
COG1414,K13641,,,NA,K,DNA-binding transcriptional regulator, IclR family
COG1414,K20539,,,NA,K,DNA-binding transcriptional regulator, IclR family
COG1414,K10973,,,NA,K,DNA-binding transcriptional regulator, IclR family
COG1414,K19333,,,NA,K,DNA-binding transcriptional regulator, IclR family
COG1414,K21602,,,NA,K,DNA-binding transcriptional regulator, IclR family
COG1415,K09003,,,NA,S,Uncharacterized protein
COG1416,K09004,,,NA,P,Intracellular sulfur oxidation protein, DsrE/DsrF family
COG1418,K18682,,,NA,JR,HD superfamily phosphodieaserase, includes HD domain of RNase Y
COG1418,K06950,,,NA,JR,HD superfamily phosphodieaserase, includes HD domain of RNase Y
COG1419,K02404,,,NA,N,Flagellar biosynthesis GTPase FlhF
COG1420,K03705,,,NA,K,Transcriptional regulator of heat shock response
COG1421,K19138,,,NA,V,CRISPR/Cas system CSM-associated protein Csm2, small subunit
COG1423,K07468,,,NA,L,ATP-dependent RNA circularization protein, DNA/RNA ligase (PAB1020)  family
COG1424,K01906,,,NA,H,Pimeloyl-CoA synthetase
COG1426,K15539,,,NA,D,Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains
COG1427,K07081,,,NA,R,Predicted periplasmic solute-binding protein
COG1427,K11782,,,NA,R,Predicted periplasmic solute-binding protein
COG1428,K15519,,,NA,F,Deoxyadenosine/deoxycytidine kinase
COG1428,K15518,,,NA,F,Deoxyadenosine/deoxycytidine kinase
COG1429,K02230,,,NA,H,Cobalamin biosynthesis protein CobN, Mg-chelatase
COG1429,K03403,,,NA,H,Cobalamin biosynthesis protein CobN, Mg-chelatase
COG1430,K09005,,,NA,S,Uncharacterized conserved membrane protein, UPF0127 family
COG1431,K07578,,,NA,JV,Argonaute homolog, implicated in RNA metabolism and viral defense
COG1435,K00857,,,NA,F,Thymidine kinase
COG1436,K02151,,,NA,C,Archaeal/vacuolar-type H+-ATPase subunit F/Vma7
COG1436,K02122,,,NA,C,Archaeal/vacuolar-type H+-ATPase subunit F/Vma7
COG1437,K05873,,,NA,TR,Adenylate cyclase class IV, CYTH domain (includes archaeal enzymes of unknown function)
COG1438,K03402,,,NA,K,Arginine repressor
COG1439,K07060,,,NA,J,rRNA maturation endonuclease Nob1
COG1439,K11883,,,NA,J,rRNA maturation endonuclease Nob1
COG1440,K02760,,,NA,G,Phosphotransferase system cellobiose-specific component IIB
COG1441,K02549,,,NA,H,O-succinylbenzoate synthase
COG1442,K03278,,,NA,M,Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase
COG1442,K03276,,,NA,M,Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase
COG1442,K02845,,,NA,M,Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase
COG1442,K03279,,,NA,M,Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase
COG1442,K03067,,,NA,M,Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase
COG1442,K12916,,,NA,M,Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase
COG1442,K03275,,,NA,M,Lipopolysaccharide biosynthesis protein, LPS:glycosyltransferase
COG1444,K06957,,,NA,J,tRNA(Met) C34 N-acetyltransferase TmcA
COG1444,K14521,,,NA,J,tRNA(Met) C34 N-acetyltransferase TmcA
COG1445,K02769,,,NA,G,Phosphotransferase system fructose-specific component IIB
COG1445,K11199,,,NA,G,Phosphotransferase system fructose-specific component IIB
COG1445,K11202,,,NA,G,Phosphotransferase system fructose-specific component IIB
COG1446,K13051,,,NA,E,Isoaspartyl peptidase or L-asparaginase, Ntn-hydrolase superfamily
COG1447,K02759,,,NA,G,Phosphotransferase system cellobiose-specific component IIA
COG1448,K00813,,,NA,E,Aspartate/tyrosine/aromatic aminotransferase
COG1448,K00832,,,NA,E,Aspartate/tyrosine/aromatic aminotransferase
COG1449,K22451,,,NA,G,Alpha-amylase/alpha-mannosidase, GH57 family
COG1449,K07405,,,NA,G,Alpha-amylase/alpha-mannosidase, GH57 family
COG1450,K03219,,,NA,U,Type II secretory pathway component GspD/PulD (secretin)
COG1450,K02453,,,NA,U,Type II secretory pathway component GspD/PulD (secretin)
COG1450,K02666,,,NA,U,Type II secretory pathway component GspD/PulD (secretin)
COG1450,K22504,,,NA,U,Type II secretory pathway component GspD/PulD (secretin)
COG1450,K12282,,,NA,U,Type II secretory pathway component GspD/PulD (secretin)
COG1450,K02507,,,NA,U,Type II secretory pathway component GspD/PulD (secretin)
COG1451,K07043,,,NA,R,Predicted metal-dependent hydrolase
COG1452,K04744,,,NA,M,LPS assembly outer membrane protein LptD (organic solvent tolerance protein OstA)
COG1453,K07079,,,NA,R,Predicted oxidoreductase of the aldo/keto reductase family
COG1454,K00048,,,NA,C,Alcohol dehydrogenase, class IV
COG1454,K19954,,,NA,C,Alcohol dehydrogenase, class IV
COG1454,K00086,,,NA,C,Alcohol dehydrogenase, class IV
COG1454,K13921,,,NA,C,Alcohol dehydrogenase, class IV
COG1454,K13954,,,NA,C,Alcohol dehydrogenase, class IV
COG1454,K17067,,,NA,C,Alcohol dehydrogenase, class IV
COG1454,K04022,,,NA,C,Alcohol dehydrogenase, class IV
COG1454,K11440,,,NA,C,Alcohol dehydrogenase, class IV
COG1455,K02761,,,NA,G,Phosphotransferase system cellobiose-specific component IIC
COG1456,K00197,,,NA,C,CO dehydrogenase/acetyl-CoA synthase gamma subunit (corrinoid Fe-S protein)
COG1457,K10974,,,NA,F,Purine-cytosine permease or related protein
COG1458,K09006,,,NA,R,Predicted DNA-binding protein containing PIN domain, UPF0278 family
COG1459,K02455,,,NA,NUW,Type II secretory pathway, component PulF
COG1459,K12278,,,NA,NUW,Type II secretory pathway, component PulF
COG1459,K02244,,,NA,NUW,Type II secretory pathway, component PulF
COG1459,K10934,,,NA,NUW,Type II secretory pathway, component PulF
COG1459,K02505,,,NA,NUW,Type II secretory pathway, component PulF
COG1459,K02653,,,NA,NUW,Type II secretory pathway, component PulF
COG1460,K03051,,,NA,K,DNA-directed RNA polymerase, subunit F
COG1461,K07030,,,NA,R,Predicted kinase related to dihydroxyacetone kinase
COG1462,K13586,,,NA,M,Curli biogenesis system outer membrane secretion channel CsgG
COG1462,K06214,,,NA,M,Curli biogenesis system outer membrane secretion channel CsgG
COG1463,K02067,,,NA,M,ABC-type transporter Mla maintaining outer membrane lipid asymmetry, periplasmic component MlaD
COG1464,K02070,,,NA,P,ABC-type metal ion transport system, periplasmic component/surface antigen
COG1464,K02073,,,NA,P,ABC-type metal ion transport system, periplasmic component/surface antigen
COG1465,K11646,,,NA,E,3-dehydroquinate synthase, class II
COG1465,K17835,,,NA,E,3-dehydroquinate synthase, class II
COG1466,K02340,,,NA,L,DNA polymerase III, delta subunit
COG1467,K02683,,,NA,L,Eukaryotic-type DNA primase, catalytic (small) subunit
COG1467,K02684,,,NA,L,Eukaryotic-type DNA primase, catalytic (small) subunit
COG1468,K07464,,,NA,V,CRISPR/Cas system-associated exonuclease Cas4, RecB family
COG1469,K17488,,,NA,H,GTP cyclohydrolase FolE2
COG1469,K09007,,,NA,H,GTP cyclohydrolase FolE2
COG1471,K02987,,,NA,J,Ribosomal protein S4E
COG1472,K05349,,,NA,G,Periplasmic beta-glucosidase and related glycosidases
COG1472,K20836,,,NA,G,Periplasmic beta-glucosidase and related glycosidases
COG1472,K01207,,,NA,G,Periplasmic beta-glucosidase and related glycosidases
COG1473,K01436,,,NA,R,Metal-dependent amidase/aminoacylase/carboxypeptidase
COG1473,K12941,,,NA,R,Metal-dependent amidase/aminoacylase/carboxypeptidase
COG1473,K21613,,,NA,R,Metal-dependent amidase/aminoacylase/carboxypeptidase
COG1473,K05823,,,NA,R,Metal-dependent amidase/aminoacylase/carboxypeptidase
COG1473,K01451,,,NA,R,Metal-dependent amidase/aminoacylase/carboxypeptidase
COG1473,K12940,,,NA,R,Metal-dependent amidase/aminoacylase/carboxypeptidase
COG1473,K14665,,,NA,R,Metal-dependent amidase/aminoacylase/carboxypeptidase
COG1474,K02213,,,NA,L,Cdc6-related protein, AAA superfamily ATPase
COG1474,K10725,,,NA,L,Cdc6-related protein, AAA superfamily ATPase
COG1475,K03497,,,NA,D,Chromosome segregation protein Spo0J, contains ParB-like nuclease domain
COG1476,K20388,,,NA,K,DNA-binding transcriptional regulator, XRE-family HTH domain
COG1476,K07729,,,NA,K,DNA-binding transcriptional regulator, XRE-family HTH domain
COG1477,K03734,,,NA,H,Thiamine biosynthesis lipoprotein ApbE
COG1478,K22099,,,NA,H,F420-0:Gamma-glutamyl ligase (F420 biosynthesis)
COG1480,K07037,,,NA,R,Membrane-associated HD superfamily phosphohydrolase
COG1481,K09762,,,NA,K,DNA-binding transcriptional regulator WhiA, involved in cell division
COG1482,K01809,,,NA,G,Mannose-6-phosphate isomerase, class I
COG1483,K06922,,,NA,R,Predicted ATPase, AAA+ superfamily
COG1484,K11144,,,NA,L,DNA replication protein DnaC
COG1484,K02315,,,NA,L,DNA replication protein DnaC
COG1484,K10762,,,NA,L,DNA replication protein DnaC
COG1485,K06916,,,NA,R,Predicted ATPase
COG1485,K18798,,,NA,R,Predicted ATPase
COG1486,K07406,,,NA,G,Alpha-galactosidase/6-phospho-beta-glucosidase, family 4 of glycosyl hydrolase
COG1486,K01232,,,NA,G,Alpha-galactosidase/6-phospho-beta-glucosidase, family 4 of glycosyl hydrolase
COG1486,K22933,,,NA,G,Alpha-galactosidase/6-phospho-beta-glucosidase, family 4 of glycosyl hydrolase
COG1486,K01222,,,NA,G,Alpha-galactosidase/6-phospho-beta-glucosidase, family 4 of glycosyl hydrolase
COG1487,K18828,,,NA,R,Predicted nucleic acid-binding protein, contains PIN domain
COG1487,K07062,,,NA,R,Predicted nucleic acid-binding protein, contains PIN domain
COG1488,K00763,,,NA,H,Nicotinic acid phosphoribosyltransferase
COG1489,K06206,,,NA,GT,DNA-binding protein, stimulates sugar fermentation
COG1490,K07560,,,NA,J,D-Tyr-tRNAtyr deacylase
COG1491,K07572,,,NA,R,Predicted nucleic acid-binding OB-fold protein
COG1492,K02232,,,NA,H,Cobyric acid synthase
COG1493,K06023,,,NA,T,Serine kinase of the HPr protein, regulates carbohydrate metabolism
COG1494,K02446,,,NA,G,Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase or related protein
COG1494,K11532,,,NA,G,Fructose-1,6-bisphosphatase/sedoheptulose 1,7-bisphosphatase or related protein
COG1495,K03611,,,NA,O,Disulfide bond formation protein DsbB
COG1496,K05810,,,NA,P,Copper oxidase (laccase) domain
COG1497,K07730,,,NA,K,Predicted transcriptional regulator
COG1498,K12844,,,NA,J,RNA processing factor Prp31, contains Nop domain
COG1498,K14564,,,NA,J,RNA processing factor Prp31, contains Nop domain
COG1498,K14565,,,NA,J,RNA processing factor Prp31, contains Nop domain
COG1499,K07562,,,NA,J,NMD protein affecting ribosome stability and mRNA decay
COG1500,K07582,,,NA,J,Ribosome maturation protein Sdo1
COG1500,K14574,,,NA,J,Ribosome maturation protein Sdo1
COG1501,K22307,,,NA,G,Alpha-glucosidase, glycosyl hydrolase family GH31
COG1501,K15922,,,NA,G,Alpha-glucosidase, glycosyl hydrolase family GH31
COG1501,K18820,,,NA,G,Alpha-glucosidase, glycosyl hydrolase family GH31
COG1501,K01811,,,NA,G,Alpha-glucosidase, glycosyl hydrolase family GH31
COG1502,K06131,,,NA,I,Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme
COG1502,K00998,,,NA,I,Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme
COG1502,K17717,,,NA,I,Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme
COG1502,K06132,,,NA,I,Phosphatidylserine/phosphatidylglycerophosphate/cardiolipin synthase or related enzyme
COG1503,K03265,,,NA,J,Peptide chain release factor 1 (eRF1)
COG1505,K01322,,,NA,E,Prolyl oligopeptidase PreP, S9A serine peptidase family
COG1506,K01282,,,NA,E,Dipeptidyl aminopeptidase/acylaminoacyl peptidase
COG1507,K09009,,,NA,S,Uncharacterized protein
COG1508,K03092,,,NA,K,DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog
COG1509,K19810,,,NA,E,L-lysine 2,3-aminomutase (EF-P beta-lysylation pathway)
COG1509,K19814,,,NA,E,L-lysine 2,3-aminomutase (EF-P beta-lysylation pathway)
COG1509,K01843,,,NA,E,L-lysine 2,3-aminomutase (EF-P beta-lysylation pathway)
COG1510,K22109,,,NA,K,DNA-binding transcriptional regulator GbsR, MarR family
COG1510,K22301,,,NA,K,DNA-binding transcriptional regulator GbsR, MarR family
COG1511,K01421,,,NA,S,Uncharacterized membrane protein YhgE, phage infection protein (PIP) family
COG1512,K06872,,,NA,S,Uncharacterized membrane protein YgcG, contains a TPM-fold domain
COG1513,K01725,,,NA,P,Cyanate lyase
COG1514,K01975,,,NA,J,2'-5' RNA ligase
COG1515,K05982,,,NA,L,Deoxyinosine 3'endonuclease (endonuclease V)
COG1516,K02422,,,NA,NU,Flagellin-specific chaperone FliS
COG1517,K19143,,,NA,V,CRISPR/Cas system-associated protein Csx1, contains CARF domain
COG1518,K15342,,,NA,V,CRISPR/Cas system-associated endonuclease Cas1
COG1519,K02527,,,NA,M,3-deoxy-D-manno-octulosonic-acid transferase
COG1520,K20853,,,NA,M,Outer membrane protein assembly factor BamB, contains PQQ-like beta-propeller repeat
COG1520,K17713,,,NA,M,Outer membrane protein assembly factor BamB, contains PQQ-like beta-propeller repeat
COG1521,K03525,,,NA,H,Pantothenate kinase type III
COG1522,K06154,,,NA,K,DNA-binding transcriptional regulator, Lrp family
COG1522,K15782,,,NA,K,DNA-binding transcriptional regulator, Lrp family
COG1522,K03719,,,NA,K,DNA-binding transcriptional regulator, Lrp family
COG1522,K03718,,,NA,K,DNA-binding transcriptional regulator, Lrp family
COG1522,K05800,,,NA,K,DNA-binding transcriptional regulator, Lrp family
COG1522,K22225,,,NA,K,DNA-binding transcriptional regulator, Lrp family
COG1523,K01200,,,NA,G,Pullulanase/glycogen debranching enzyme
COG1523,K02438,,,NA,G,Pullulanase/glycogen debranching enzyme
COG1523,K01214,,,NA,G,Pullulanase/glycogen debranching enzyme
COG1524,K05288,,,NA,R,Predicted pyrophosphatase or phosphodiesterase, AlkP superfamily
COG1524,K19670,,,NA,R,Predicted pyrophosphatase or phosphodiesterase, AlkP superfamily
COG1524,K05285,,,NA,R,Predicted pyrophosphatase or phosphodiesterase, AlkP superfamily
COG1525,K01174,,,NA,L,Endonuclease YncB, thermonuclease family
COG1525,K16561,,,NA,L,Endonuclease YncB, thermonuclease family
COG1526,K02379,,,NA,C,Formate dehydrogenase assembly factor FdhD
COG1527,K02146,,,NA,C,Archaeal/vacuolar-type H+-ATPase subunit C/Vma6
COG1527,K02119,,,NA,C,Archaeal/vacuolar-type H+-ATPase subunit C/Vma6
COG1528,K02255,,,NA,P,Ferritin
COG1528,K22336,,,NA,P,Ferritin
COG1528,K02217,,,NA,P,Ferritin
COG1529,K18030,,,NA,C,CO or xanthine dehydrogenase, Mo-binding subunit
COG1529,K20448,,,NA,C,CO or xanthine dehydrogenase, Mo-binding subunit
COG1529,K18020,,,NA,C,CO or xanthine dehydrogenase, Mo-binding subunit
COG1529,K20447,,,NA,C,CO or xanthine dehydrogenase, Mo-binding subunit
COG1529,K03520,,,NA,C,CO or xanthine dehydrogenase, Mo-binding subunit
COG1529,K07303,,,NA,C,CO or xanthine dehydrogenase, Mo-binding subunit
COG1529,K00087,,,NA,C,CO or xanthine dehydrogenase, Mo-binding subunit
COG1529,K11177,,,NA,C,CO or xanthine dehydrogenase, Mo-binding subunit
COG1529,K21673,,,NA,C,CO or xanthine dehydrogenase, Mo-binding subunit
COG1529,K20171,,,NA,C,CO or xanthine dehydrogenase, Mo-binding subunit
COG1530,K22469,,,NA,J,Ribonuclease G or E
COG1530,K08300,,,NA,J,Ribonuclease G or E
COG1530,K08301,,,NA,J,Ribonuclease G or E
COG1531,K09715,,,NA,S,Uncharacterized protein, UPF0248 family
COG1532,K06964,,,NA,R,Predicted RNA-binding protein
COG1533,K03716,,,NA,L,DNA repair photolyase
COG1534,K07574,,,NA,J,RNA-binding protein YhbY
COG1535,K20261,,,NA,Q,Isochorismate hydrolase
COG1536,K02410,,,NA,N,Flagellar motor switch protein FliG
COG1537,K06965,,,NA,J,Stalled ribosome rescue protein Dom34, pelota family
COG1538,K18904,,,NA,M,Outer membrane protein TolC
COG1538,K15725,,,NA,M,Outer membrane protein TolC
COG1538,K12543,,,NA,M,Outer membrane protein TolC
COG1538,K08721,,,NA,M,Outer membrane protein TolC
COG1538,K18903,,,NA,M,Outer membrane protein TolC
COG1538,K18139,,,NA,M,Outer membrane protein TolC
COG1538,K18323,,,NA,M,Outer membrane protein TolC
COG1538,K18300,,,NA,M,Outer membrane protein TolC
COG1538,K12340,,,NA,M,Outer membrane protein TolC
COG1538,K15550,,,NA,M,Outer membrane protein TolC
COG1538,K12535,,,NA,M,Outer membrane protein TolC
COG1538,K18147,,,NA,M,Outer membrane protein TolC
COG1538,K13410,,,NA,M,Outer membrane protein TolC
COG1538,K07796,,,NA,M,Outer membrane protein TolC
COG1538,K18308,,,NA,M,Outer membrane protein TolC
COG1538,K12538,,,NA,M,Outer membrane protein TolC
COG1538,K03287,,,NA,M,Outer membrane protein TolC
COG1538,K19593,,,NA,M,Outer membrane protein TolC
COG1539,K07589,,,NA,H,Dihydroneopterin aldolase
COG1539,K01633,,,NA,H,Dihydroneopterin aldolase
COG1540,K07160,,,NA,R,Lactam utilization protein B (function unknown)
COG1541,K01912,,,NA,H,Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family
COG1541,K21179,,,NA,H,Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family
COG1541,K21176,,,NA,H,Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family
COG1541,K18861,,,NA,H,Phenylacetate-coenzyme A ligase PaaK, adenylate-forming domain family
COG1542,K09010,,,NA,S,Uncharacterized protein
COG1543,K16149,,,NA,G,Predicted glycosyl hydrolase, contains GH57 and DUF1957 domains
COG1544,K05809,,,NA,J,Ribosome-associated translation inhibitor RaiA
COG1544,K05808,,,NA,J,Ribosome-associated translation inhibitor RaiA
COG1545,K07068,,,NA,R,Uncharacterized OB-fold protein, contains Zn-ribbon domain
COG1545,K22840,,,NA,R,Uncharacterized OB-fold protein, contains Zn-ribbon domain
COG1546,K03743,,,NA,H,Nicotinamide mononucleotide (NMN) deamidase PncC
COG1547,K09763,,,NA,S,Predicted metal-dependent hydrolase
COG1548,K07072,,,NA,S,Uncharacterized protein, hydantoinase/oxoprolinase family
COG1549,K07557,,,NA,R,Predicted RNA-binding protein, contains uracil-DNA-glycosylase-like and PUA domains
COG1550,K09764,,,NA,S,Uncharacterized conserved protein YlxP, DUF503 family
COG1551,K03563,,,NA,T,sRNA-binding carbon storage regulator CsrA
COG1552,K02927,,,NA,J,Ribosomal protein L40E
COG1553,K07235,,,NA,P,Sulfur relay (sulfurtransferase) complex TusBCD TusD component, DsrE family
COG1553,K06039,,,NA,P,Sulfur relay (sulfurtransferase) complex TusBCD TusD component, DsrE family
COG1554,K04844,,,NA,G,Trehalose and maltose hydrolase (possible phosphorylase)
COG1554,K21355,,,NA,G,Trehalose and maltose hydrolase (possible phosphorylase)
COG1554,K05342,,,NA,G,Trehalose and maltose hydrolase (possible phosphorylase)
COG1554,K00691,,,NA,G,Trehalose and maltose hydrolase (possible phosphorylase)
COG1554,K10231,,,NA,G,Trehalose and maltose hydrolase (possible phosphorylase)
COG1554,K03731,,,NA,G,Trehalose and maltose hydrolase (possible phosphorylase)
COG1555,K02237,,,NA,L,DNA uptake protein ComE and related DNA-binding proteins
COG1556,K00782,,,NA,C,L-lactate utilization protein LutC, contains LUD domain
COG1558,K02388,,,NA,N,Flagellar basal body rod protein FlgC
COG1559,K07082,,,NA,D,Cell division protein YceG, involved in septum cleavage
